age,height,weight,activity_level,diet_quality,smoking_status,alcohol_consumption,sleep_hours,stress_level,health_tips
61,153,69,Moderate,Average,Yes,Yes,5,Medium,Consider quitting smoking to improve your overall health. | Limit alcohol consumption to maintain liver health. | Ensure you get at least 7-8 hours of sleep each night.
79,166,99,Moderate,Good,Yes,Yes,4,High,Consider quitting smoking to improve your overall health. | Limit alcohol consumption to maintain liver health. | Ensure you get at least 7-8 hours of sleep each night.
78,158,57,Moderate,Average,No,No,4,Medium,Ensure you get at least 7-8 hours of sleep each night.
63,159,88,Moderate,Good,No,Yes,8,Medium,Limit alcohol consumption to maintain liver health.
47,177,90,Low,Good,Yes,No,4,High,Consider quitting smoking to improve your overall health. | Ensure you get at least 7-8 hours of sleep each night. | Increase your physical activity to at least 30 minutes a day.
76,173,75,Moderate,Poor,Yes,No,9,Low,Consider quitting smoking to improve your overall health. | Improve your diet by including more fruits and vegetables.
45,177,55,High,Average,No,Yes,8,Medium,Limit alcohol consumption to maintain liver health.
57,176,85,High,Average,No,Yes,8,Low,Limit alcohol consumption to maintain liver health.
45,177,74,High,Poor,No,Yes,9,Low,Limit alcohol consumption to maintain liver health. | Improve your diet by including more fruits and vegetables.
47,150,60,High,Average,No,No,4,High,Ensure you get at least 7-8 hours of sleep each night.
26,151,93,High,Average,Yes,Yes,9,Medium,Consider quitting smoking to improve your overall health. | Limit alcohol consumption to maintain liver health.
29,172,59,Moderate,Good,Yes,Yes,7,Medium,Consider quitting smoking to improve your overall health. | Limit alcohol consumption to maintain liver health.
51,181,86,High,Good,No,Yes,4,Low,Limit alcohol consumption to maintain liver health. | Ensure you get at least 7-8 hours of sleep each night.
32,168,71,Low,Average,Yes,Yes,7,Low,Consider quitting smoking to improve your overall health. | Limit alcohol consumption to maintain liver health. | Increase your physical activity to at least 30 minutes a day.
56,175,66,Moderate,Average,No,Yes,7,Low,Limit alcohol consumption to maintain liver health.
29,154,95,Low,Poor,Yes,No,6,Medium,Consider quitting smoking to improve your overall health. | Ensure you get at least 7-8 hours of sleep each night. | Increase your physical activity to at least 30 minutes a day. | Improve your diet by including more fruits and vegetables.
28,198,86,Moderate,Average,Yes,Yes,4,Medium,Consider quitting smoking to improve your overall health. | Limit alcohol consumption to maintain liver health. | Ensure you get at least 7-8 hours of sleep each night.
72,162,66,Moderate,Poor,Yes,No,9,High,Consider quitting smoking to improve your overall health. | Improve your diet by including more fruits and vegetables.
43,150,92,Low,Good,No,Yes,4,Low,Limit alcohol consumption to maintain liver health. | Ensure you get at least 7-8 hours of sleep each night. | Increase your physical activity to at least 30 minutes a day.
50,194,56,High,Good,No,Yes,7,High,Limit alcohol consumption to maintain liver health.
68,169,91,High,Poor,No,No,7,Medium,Improve your diet by including more fruits and vegetables.
58,181,75,High,Average,Yes,No,8,High,Consider quitting smoking to improve your overall health.
24,154,84,Low,Average,Yes,No,4,Medium,Consider quitting smoking to improve your overall health. | Ensure you get at least 7-8 hours of sleep each night. | Increase your physical activity to at least 30 minutes a day.
48,189,53,Moderate,Poor,Yes,No,4,High,Consider quitting smoking to improve your overall health. | Ensure you get at least 7-8 hours of sleep each night. | Improve your diet by including more fruits and vegetables.
40,191,72,High,Good,No,No,9,Medium,Your health parameters look good. Keep maintaining a healthy lifestyle.
77,175,79,High,Average,No,No,9,Low,Your health parameters look good. Keep maintaining a healthy lifestyle.
29,195,74,High,Good,Yes,Yes,4,Low,Consider quitting smoking to improve your overall health. | Limit alcohol consumption to maintain liver health. | Ensure you get at least 7-8 hours of sleep each night.
53,178,99,Moderate,Average,Yes,Yes,9,Low,Consider quitting smoking to improve your overall health. | Limit alcohol consumption to maintain liver health.
38,171,83,High,Average,Yes,No,9,Medium,Consider quitting smoking to improve your overall health.
22,188,85,High,Good,Yes,Yes,9,Low,Consider quitting smoking to improve your overall health. | Limit alcohol consumption to maintain liver health.
22,173,74,Low,Good,No,Yes,4,Medium,Limit alcohol consumption to maintain liver health. | Ensure you get at least 7-8 hours of sleep each night. | Increase your physical activity to at least 30 minutes a day.
67,180,88,Moderate,Poor,No,Yes,9,Low,Limit alcohol consumption to maintain liver health. | Improve your diet by including more fruits and vegetables.
70,186,61,Moderate,Poor,Yes,No,5,High,Consider quitting smoking to improve your overall health. | Ensure you get at least 7-8 hours of sleep each night. | Improve your diet by including more fruits and vegetables.
47,182,92,Low,Good,No,No,4,Medium,Ensure you get at least 7-8 hours of sleep each night. | Increase your physical activity to at least 30 minutes a day.
79,193,85,Low,Average,Yes,Yes,8,High,Consider quitting smoking to improve your overall health. | Limit alcohol consumption to maintain liver health. | Increase your physical activity to at least 30 minutes a day.
45,186,74,High,Poor,Yes,No,4,Low,Consider quitting smoking to improve your overall health. | Ensure you get at least 7-8 hours of sleep each night. | Improve your diet by including more fruits and vegetables.
65,165,99,Low,Average,No,No,7,High,Increase your physical activity to at least 30 minutes a day.
37,178,57,Moderate,Good,Yes,Yes,6,Low,Consider quitting smoking to improve your overall health. | Limit alcohol consumption to maintain liver health. | Ensure you get at least 7-8 hours of sleep each night.
58,159,86,Low,Poor,Yes,No,8,Medium,Consider quitting smoking to improve your overall health. | Increase your physical activity to at least 30 minutes a day. | Improve your diet by including more fruits and vegetables.
44,188,61,Moderate,Poor,Yes,Yes,5,Low,Consider quitting smoking to improve your overall health. | Limit alcohol consumption to maintain liver health. | Ensure you get at least 7-8 hours of sleep each night. | Improve your diet by including more fruits and vegetables.
44,195,50,Low,Poor,No,Yes,7,Medium,Limit alcohol consumption to maintain liver health. | Increase your physical activity to at least 30 minutes a day. | Improve your diet by including more fruits and vegetables.
27,163,86,High,Poor,No,No,9,Medium,Improve your diet by including more fruits and vegetables.
68,176,55,Low,Good,Yes,No,4,Medium,Consider quitting smoking to improve your overall health. | Ensure you get at least 7-8 hours of sleep each night. | Increase your physical activity to at least 30 minutes a day.
49,153,59,High,Poor,No,Yes,8,High,Limit alcohol consumption to maintain liver health. | Improve your diet by including more fruits and vegetables.
48,193,55,Moderate,Poor,No,No,5,Medium,Ensure you get at least 7-8 hours of sleep each night. | Improve your diet by including more fruits and vegetables.
35,189,92,Moderate,Average,No,No,7,High,Your health parameters look good. Keep maintaining a healthy lifestyle.
25,185,64,Low,Poor,No,Yes,8,High,Limit alcohol consumption to maintain liver health. | Increase your physical activity to at least 30 minutes a day. | Improve your diet by including more fruits and vegetables.
74,174,72,Low,Good,Yes,No,9,Low,Consider quitting smoking to improve your overall health. | Increase your physical activity to at least 30 minutes a day.
69,185,88,Low,Poor,Yes,No,4,Medium,Consider quitting smoking to improve your overall health. | Ensure you get at least 7-8 hours of sleep each night. | Increase your physical activity to at least 30 minutes a day. | Improve your diet by including more fruits and vegetables.
53,175,83,High,Good,No,No,9,Medium,Your health parameters look good. Keep maintaining a healthy lifestyle.
27,186,85,Moderate,Good,No,No,9,Low,Your health parameters look good. Keep maintaining a healthy lifestyle.
46,159,58,High,Average,No,No,7,Low,Your health parameters look good. Keep maintaining a healthy lifestyle.
65,174,81,Low,Average,No,No,5,Medium,Ensure you get at least 7-8 hours of sleep each night. | Increase your physical activity to at least 30 minutes a day.
66,174,52,Low,Average,No,Yes,5,Low,Limit alcohol consumption to maintain liver health. | Ensure you get at least 7-8 hours of sleep each night. | Increase your physical activity to at least 30 minutes a day.
73,167,86,Low,Average,Yes,Yes,6,Low,Consider quitting smoking to improve your overall health. | Limit alcohol consumption to maintain liver health. | Ensure you get at least 7-8 hours of sleep each night. | Increase your physical activity to at least 30 minutes a day.
25,184,70,Low,Good,No,No,6,High,Ensure you get at least 7-8 hours of sleep each night. | Increase your physical activity to at least 30 minutes a day.
71,171,69,Moderate,Average,Yes,No,7,Low,Consider quitting smoking to improve your overall health.
21,171,95,Low,Average,Yes,No,7,High,Consider quitting smoking to improve your overall health. | Increase your physical activity to at least 30 minutes a day.
77,173,80,Moderate,Average,Yes,Yes,7,Low,Consider quitting smoking to improve your overall health. | Limit alcohol consumption to maintain liver health.
25,195,59,High,Good,Yes,Yes,5,Low,Consider quitting smoking to improve your overall health. | Limit alcohol consumption to maintain liver health. | Ensure you get at least 7-8 hours of sleep each night.
26,160,70,High,Average,Yes,No,7,Low,Consider quitting smoking to improve your overall health.
55,165,83,High,Poor,Yes,Yes,8,Medium,Consider quitting smoking to improve your overall health. | Limit alcohol consumption to maintain liver health. | Improve your diet by including more fruits and vegetables.
23,187,89,Moderate,Poor,No,Yes,8,Low,Limit alcohol consumption to maintain liver health. | Improve your diet by including more fruits and vegetables.
51,187,84,Moderate,Good,Yes,Yes,9,Medium,Consider quitting smoking to improve your overall health. | Limit alcohol consumption to maintain liver health.
73,180,76,High,Good,Yes,No,9,Medium,Consider quitting smoking to improve your overall health.
46,156,68,Moderate,Good,Yes,Yes,6,High,Consider quitting smoking to improve your overall health. | Limit alcohol consumption to maintain liver health. | Ensure you get at least 7-8 hours of sleep each night.
64,180,86,Moderate,Good,Yes,No,8,Low,Consider quitting smoking to improve your overall health.
56,188,85,High,Poor,Yes,No,6,Medium,Consider quitting smoking to improve your overall health. | Ensure you get at least 7-8 hours of sleep each night. | Improve your diet by including more fruits and vegetables.
67,183,91,High,Poor,Yes,Yes,8,High,Consider quitting smoking to improve your overall health. | Limit alcohol consumption to maintain liver health. | Improve your diet by including more fruits and vegetables.
26,158,60,High,Average,Yes,No,7,Low,Consider quitting smoking to improve your overall health.
76,161,61,High,Good,Yes,Yes,9,High,Consider quitting smoking to improve your overall health. | Limit alcohol consumption to maintain liver health.
19,181,55,Moderate,Poor,No,Yes,5,High,Limit alcohol consumption to maintain liver health. | Ensure you get at least 7-8 hours of sleep each night. | Improve your diet by including more fruits and vegetables.
